ds,y
2019-07-17,61.6
2019-07-18,61.7
2019-07-19,60.1
2019-07-20,46.1
2019-07-21,54.4
2019-07-22,57.9
2019-07-23,58.2
2019-07-24,64.2
2019-07-25,65.0
2019-07-26,65.3
2019-07-27,65.0
2019-07-28,65.6
2019-07-29,61.1
2019-07-30,59.2
2019-07-31,114.8
2019-08-01,99.3
2019-08-02,106.4
2019-08-03,112.0
2019-08-04,122.7
2019-08-05,118.5
2019-08-06,121.0
2019-08-08,75.7
2019-08-09,78.7
2019-08-10,81.3
2019-08-11,82.3
2019-08-12,84.8
2019-08-13,91.7
2019-08-14,95.2
2019-08-15,62.6
2019-08-16,64.0
2019-08-17,65.1
2019-08-18,63.6
2019-08-19,64.3
2019-08-20,60.7
2019-08-21,59.4
2019-08-22,67.6
2019-08-23,70.2
2019-08-24,70.2
2019-08-25,73.2
2019-08-26,74.8
2019-08-27,70.7
2019-08-28,70.0
2019-08-29,124.6
2019-08-30,125.1
2019-08-31,121.0
2019-09-01,113.9
2019-09-02,113.4
2019-09-03,108.1
2019-09-04,94.0
2019-09-05,59.2
2019-09-06,60.2
2019-09-08,60.7
2019-09-09,60.6
2019-09-10,63.4
2019-09-11,59.1
2019-09-12,118.5
2019-09-13,108.0
2019-09-14,91.6
2019-09-15,100.6
2019-09-16,108.6
2019-09-17,111.1
2019-09-18,105.6
2019-09-19,97.2
2019-09-20,89.2
2019-09-21,73.7
2019-09-22,74.4
2019-09-23,75.2
2019-09-24,78.7
2019-09-25,79.2
2019-09-26,85.8
2019-09-27,86.0
2019-09-28,88.3
2019-09-29,87.9
2019-09-30,86.4
2019-10-01,80.7
2019-10-02,75.3
2019-10-03,68.9
2019-10-04,72.2
2019-10-05,72.3
2019-10-06,72.2
2019-10-08,73.9
2019-10-09,66.2
2019-10-10,64.6
2019-10-11,110.5
2019-10-12,106.0
2019-10-13,102.7
2019-10-14,101.8
2019-10-15,100.9
2019-10-16,88.4
2019-10-17,89.8
2019-10-18,74.9
2019-10-19,74.9
2019-10-20,75.4
2019-10-21,76.4
2019-10-22,77.3
2019-10-23,73.3
2019-10-24,71.7
2019-10-25,115.5
2019-10-26,117.8
2019-10-27,113.9
2019-10-28,98.7
2019-10-29,107.7
2019-10-30,99.2
2019-10-31,89.1
2019-11-01,52.4
2019-11-02,56.4
2019-11-03,60.8
2019-11-04,62.8
2019-11-05,63.0
2019-11-06,65.2
2019-11-08,62.1
2019-11-09,63.2
2019-11-10,59.9
2019-11-11,62.0
2019-11-12,63.2
2019-11-13,60.6
2019-11-14,60.4
2019-11-15,58.5
2019-11-16,61.2
2019-11-17,61.4
2019-11-18,62.2
2019-11-19,61.4
2019-11-20,64.2
2019-11-21,59.4
2019-11-22,57.5
2019-11-23,66.8
2019-11-24,67.1
2019-11-25,66.5
2019-11-26,67.0
2019-11-27,68.5
2019-11-28,64.9
2019-11-29,61.6
2019-11-30,136.7
2019-12-01,139.1
2019-12-02,135.2
2019-12-03,136.1
2019-12-04,134.7
2019-12-05,130.7
2019-12-06,117.9
2019-12-08,69.4
2019-12-09,67.7
2019-12-10,71.8
2019-12-11,73.1
2019-12-12,72.2
2019-12-13,72.0
2019-12-14,73.3
2019-12-15,68.5
2019-12-16,69.5
2019-12-17,68.8
2019-12-18,66.8
2019-12-19,66.8
2019-12-20,62.6
2019-12-21,61.1
2019-12-22,62.8
2019-12-23,62.9
2019-12-24,65.4
2019-12-25,64.8
2019-12-26,66.8
2019-12-27,63.8
2019-12-28,62.0
2019-12-29,128.5
2019-12-30,126.9
2019-12-31,134.9
2020-01-01,137.2
2020-01-02,132.6
2020-01-03,125.3
2020-01-04,116.2
2020-01-05,58.0
2020-01-13,45.6
2020-01-14,53.3
2020-01-15,58.8
2020-01-16,61.1
2020-01-17,58.3
2020-01-18,54.9
2020-01-19,130.2
2020-01-20,113.4
2020-01-21,127.8
2020-01-22,135.5
2020-01-23,137.8
2020-01-24,132.5
2020-01-25,125.5
2020-01-26,85.6
2020-01-27,86.9
2020-01-28,91.0
2020-01-29,94.4
2020-01-30,94.8
2020-01-31,90.0
2020-02-01,85.5
2020-02-02,82.5
2020-02-03,73.1
2020-02-04,82.8
2020-02-05,83.2
2020-02-13,84.9
2020-02-14,82.5
2020-02-15,80.2
2020-02-16,71.0
2020-02-17,68.7
2020-02-18,71.1
2020-02-19,71.0
2020-02-20,71.4
2020-02-21,67.7
2020-02-22,65.4
2020-02-23,106.7
2020-02-24,110.7
2020-02-25,114.5
2020-02-26,117.1
2020-02-27,117.5
2020-02-28,110.5
2020-02-29,99.6
2020-03-01,73.8
2020-03-02,74.5
2020-03-03,74.7
2020-03-04,77.5
2020-03-05,79.7
2020-03-13,72.7
2020-03-14,69.3
2020-03-15,126.4
2020-03-16,122.3
2020-03-17,119.6
2020-03-18,130.2
2020-03-19,113.4
2020-03-20,127.8
2020-03-21,135.5
2020-03-22,44.3
2020-03-23,45.8
2020-03-24,47.6
2020-03-25,46.1
2020-03-26,47.5
2020-03-27,48.4
2020-03-28,50.1
2020-03-29,66.3
2020-03-30,66.4
2020-03-31,67.6
2020-04-01,65.5
2020-04-02,64.9
2020-04-03,61.4
2020-04-04,59.6
2020-04-05,62.0
2020-04-13,63.2
2020-04-14,63.8
2020-04-15,63.3
2020-04-16,64.0
2020-04-17,59.8
2020-04-18,58.1
2020-04-19,69.1
2020-04-20,69.4
2020-04-21,69.1
2020-04-22,68.7
2020-04-23,70.0
2020-04-24,65.8
2020-04-25,63.1
2020-04-26,135.5
2020-04-27,131.8
2020-04-28,131.2
2020-04-29,134.4
2020-04-30,129.2
2020-05-01,129.0
2020-05-02,123.8
2020-05-03,64.8
2020-05-04,61.2
2020-05-05,65.8
2020-05-13,68.5
2020-05-14,65.7
2020-05-15,71.8
2020-05-16,75.0
2020-05-17,70.7
2020-05-18,69.8
2020-05-19,71.7
2020-05-20,70.7
2020-05-21,73.4
2020-05-22,62.0
2020-05-23,72.1
2020-06-01,60.8
2020-06-02,62.5
2020-06-03,62.6
2020-06-04,63.5
2020-06-05,65.0
2020-07-01,62.0
2020-07-02,59.3
2020-07-03,122.8
2020-07-04,129.2
2020-07-05,130.3
2020-08-01,128.7
2020-08-02,128.5
2020-08-03,122.2
2020-08-04,116.7
2020-08-05,61.5
2020-09-01,62.8
2020-09-02,63.9
2020-09-03,62.9
2020-09-04,64.4
2020-09-05,59.9
2020-10-01,58.2
2020-10-02,145.2
2020-10-03,147.1
2020-10-04,145.3
2020-10-05,139.2
2020-11-01,126.4
2020-11-02,122.3
2020-11-03,119.6
2020-11-04,72.0
2020-11-05,75.0
2020-12-01,77.3
2020-12-02,81.3
2020-12-03,85.6
2020-12-04,83.9
2020-12-05,83.6
